churn,MonthlyRevenue,TotalRecurringCharge,OverageMinutes,PercChangeRevenues,MonthlyMinutes,PercChangeMinutes,RoamingCalls,DroppedCalls,BlockedCalls,CustomerCareCalls,MonthsInService,CurrentEquipmentDays,HandsetPrice,HandsetRefurbished,HandsetWebCapable,AgeHH1,CreditRating,IncomeGroup,Occupation,ReferralsMadeBySubscriber
No,36.34,45.0,3.0,-1.3,932.0,-64.0,0.0,14.7,1.7,12.7,7,182.0,Unknown,No,Yes,60.0,3-Good,3,Other,0
No,35.07,40.0,14.0,14.2,224.0,146.0,0.0,0.0,3.7,0.0,10,315.0,Unknown,No,Yes,34.0,2-High,3,Other,0
Yes,10.0,10.0,0.0,0.0,47.0,51.0,0.0,0.3,0.0,0.7,14,425.0,Unknown,No,Yes,60.0,2-High,8,Professional,0
Yes,33.18,32.0,0.0,-0.7,49.0,-49.0,0.0,0.3,0.3,0.0,16,300.0,30,Yes,No,34.0,3-Good,4,Other,0
Yes,71.89,40.0,115.0,2.3,402.0,2.0,0.0,4.7,2.7,0.0,32,388.0,30,No,Yes,44.0,1-Highest,5,Crafts,0
Yes,121.69,75.0,148.0,-46.7,556.0,-290.0,0.7,5.3,8.7,0.0,32,803.0,30,No,Yes,0.0,1-Highest,6,Other,0
Yes,30.0,30.0,0.0,0.0,142.0,12.0,0.0,1.0,3.3,0.0,25,733.0,Unknown,No,Yes,0.0,2-High,4,Other,0
No,14.78,10.0,2.0,-0.8,592.0,21.0,0.0,0.3,5.0,2.0,12,351.0,Unknown,No,Yes,46.0,3-Good,6,Other,0
No,44.49,42.0,0.0,0.0,200.0,142.0,0.0,3.0,1.3,0.0,45,576.0,30,No,No,32.0,3-Good,7,Other,0
Yes,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,389.0,30,No,No,0.0,2-High,0,Other,0
No,86.42,66.0,91.0,112.5,1069.0,1046.0,0.0,10.3,1.3,0.7,11,22.0,200,No,Yes,,5-Low,0,Other,0
No,80.76,75.0,2.0,-4.8,1762.0,352.0,0.0,9.3,1.7,6.3,26,253.0,150,Yes,Yes,28.0,5-Low,3,Other,0
No,89.46,45.0,144.0,-50.5,822.0,-318.0,0.0,11.3,5.7,0.3,16,482.0,Unknown,No,Yes,46.0,2-High,6,Professional,0
Yes,38.76,18.0,44.0,84.9,202.0,416.0,0.0,0.0,0.0,0.0,9,211.0,30,Yes,Yes,56.0,1-Highest,6,Professional,0
No,64.67,40.0,94.0,-32.7,606.0,-260.0,0.0,1.7,5.7,0.0,35,245.0,10,No,Yes,40.0,1-Highest,6,Homemaker,0
Yes,80.94,60.0,67.0,51.5,1009.0,230.0,0.0,1.0,8.0,7.3,13,365.0,Unknown,No,Yes,30.0,2-High,6,Other,0
No,49.49,45.0,40.0,17.0,421.0,125.0,0.0,5.3,0.7,0.0,7,225.0,Unknown,Yes,Yes,38.0,3-Good,3,Crafts,0
No,63.99,70.0,0.0,0.0,702.0,-187.0,0.0,2.3,4.0,0.0,9,288.0,Unknown,No,Yes,48.0,2-High,6,Professional,1
Yes,30.2,30.0,0.0,0.6,122.0,-38.0,0.0,2.7,0.3,0.0,17,511.0,60,No,Yes,46.0,4-Medium,8,Other,0
No,124.17,85.0,0.0,2.2,1544.0,-232.0,0.0,0.0,0.0,0.0,23,379.0,80,No,Yes,0.0,7-Lowest,0,Other,0
No,85.58,75.0,25.0,-8.6,1322.0,-41.0,0.0,4.3,1.0,1.7,7,203.0,Unknown,No,Yes,,2-High,0,Other,0
No,9.5,10.0,0.0,0.0,144.0,90.0,0.0,2.7,0.0,0.0,22,271.0,30,Yes,Yes,40.0,1-Highest,7,Professional,0
No,121.47,60.0,177.0,109.7,1805.0,376.0,0.0,11.0,111.3,10.0,21,147.0,60,No,Yes,0.0,3-Good,7,Other,0
No,91.95,90.0,0.0,-1.0,485.0,-133.0,0.0,10.7,0.7,6.7,9,141.0,200,No,Yes,0.0,5-Low,0,Other,0
No,48.86,50.0,0.0,1.7,398.0,11.0,0.0,0.0,0.0,0.0,31,316.0,30,No,Yes,54.0,4-Medium,9,Other,0
Yes,34.99,45.0,0.0,0.0,265.0,306.0,0.0,1.0,0.3,0.0,14,395.0,Unknown,No,No,,3-Good,0,Other,0
Yes,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,654.0,Unknown,No,Yes,48.0,3-Good,8,Professional,0
No,87.75,50.0,92.0,-29.5,229.0,-107.0,0.9,2.0,0.0,0.0,22,118.0,80,No,Yes,34.0,2-High,8,Other,0
No,30.26,30.0,0.0,-0.3,32.0,-2.0,0.0,1.0,1.3,0.0,7,212.0,Unknown,No,Yes,60.0,6-VeryLow,3,Other,0
No,124.94,62.0,164.0,-49.6,693.0,-320.0,0.0,13.3,0.7,5.0,13,393.0,Unknown,No,Yes,62.0,2-High,3,Other,0
No,10.74,10.0,0.0,-0.7,342.0,-174.0,0.0,10.0,0.0,0.0,23,185.0,30,No,Yes,0.0,1-Highest,0,Other,0
No,167.14,160.0,27.0,7.0,2357.0,611.0,0.0,67.7,27.3,2.3,21,30.0,30,No,Yes,56.0,5-Low,6,Other,0
Yes,108.86,95.0,92.0,17.1,326.0,6.0,0.0,1.3,4.0,1.3,22,661.0,Unknown,No,Yes,38.0,2-High,8,Other,1
No,50.44,60.0,0.0,-0.4,550.0,158.0,0.0,3.7,2.3,3.0,35,818.0,30,No,Yes,28.0,6-VeryLow,7,Other,0
Yes,209.19,75.0,470.0,-31.0,1628.0,-92.0,5.9,12.0,1.3,4.3,22,641.0,Unknown,No,Yes,0.0,5-Low,7,Other,0
No,33.34,45.0,0.0,0.3,242.0,-26.0,0.1,0.0,0.0,0.0,25,172.0,150,Yes,Yes,46.0,2-High,8,Crafts,0
Yes,62.7,60.0,30.0,8.4,1093.0,35.0,0.1,11.7,1.7,0.0,17,388.0,80,Yes,Yes,0.0,7-Lowest,6,Crafts,0
No,70.0,50.0,86.0,4.1,624.0,-14.0,0.0,10.3,3.7,2.0,24,719.0,Unknown,No,No,54.0,1-Highest,6,Other,0
No,43.57,50.0,9.0,10.4,278.0,315.0,0.0,0.7,0.3,0.0,19,573.0,Unknown,No,Yes,52.0,2-High,5,Crafts,1
No,85.27,10.0,242.0,56.8,1256.0,494.0,14.6,5.7,5.3,1.0,11,333.0,Unknown,No,Yes,52.0,5-Low,4,Other,0
Yes,84.99,85.0,0.0,0.0,147.0,352.0,0.0,4.0,0.0,0.0,22,675.0,Unknown,No,Yes,26.0,2-High,6,Professional,0
No,57.5,45.0,19.0,19.8,768.0,10.0,14.3,5.7,8.7,0.0,7,199.0,Unknown,No,Yes,0.0,3-Good,0,Other,0
No,33.84,32.0,0.0,-0.1,151.0,-1.0,0.3,7.0,0.0,1.0,20,606.0,Unknown,No,Yes,0.0,1-Highest,8,Self,0
Yes,56.47,59.0,22.0,-10.8,621.0,-96.0,0.0,11.3,1.3,0.3,13,376.0,Unknown,No,Yes,24.0,2-High,0,Other,0
Yes,16.99,17.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,32,965.0,Unknown,No,No,40.0,1-Highest,7,Professional,0
No,10.09,10.0,0.0,-0.1,292.0,-84.0,0.0,7.0,1.0,1.7,15,447.0,Unknown,No,Yes,48.0,3-Good,6,Professional,0
No,10.09,10.0,0.0,-0.1,46.0,-13.0,0.0,0.0,0.0,0.0,8,237.0,Unknown,No,Yes,32.0,2-High,6,Other,0
No,90.9,105.0,6.0,-5.9,685.0,-60.0,0.0,2.3,6.7,0.7,18,175.0,150,Yes,Yes,0.0,2-High,0,Other,0
No,44.69,45.0,0.0,-7.1,50.0,-14.0,0.6,0.7,2.0,0.0,6,139.0,130,No,Yes,76.0,2-High,6,Professional,0
No,32.55,37.0,0.0,-2.2,432.0,117.0,0.0,2.7,1.3,0.0,13,392.0,Unknown,No,Yes,74.0,2-High,4,Retired,0
Yes,44.03,45.0,0.0,-2.0,383.0,-239.0,0.2,2.7,2.3,0.0,16,486.0,Unknown,No,Yes,0.0,2-High,0,Other,1
Yes,33.95,30.0,0.0,0.3,504.0,-28.0,0.2,8.7,2.7,1.3,25,525.0,60,Yes,Yes,0.0,1-Highest,0,Other,0
No,92.44,38.0,53.0,-56.4,888.0,192.0,0.0,1.7,1.0,8.0,7,205.0,Unknown,No,Yes,24.0,3-Good,5,Other,0
No,90.82,90.0,0.0,19.1,818.0,118.0,0.1,8.0,0.3,5.7,37,251.0,30,No,Yes,0.0,6-VeryLow,0,Other,0
Yes,30.48,32.0,0.0,4.0,253.0,95.0,0.0,2.7,0.3,0.0,23,66.0,100,No,Yes,34.0,2-High,5,Professional,0
No,85.29,95.0,0.0,0.9,48.0,137.0,0.0,0.0,0.0,0.0,13,368.0,Unknown,No,No,46.0,1-Highest,8,Retired,0
No,42.18,49.0,4.0,1.6,250.0,18.0,0.0,3.0,3.0,2.3,10,292.0,Unknown,No,Yes,46.0,4-Medium,7,Other,0
No,44.14,36.0,16.0,-3.2,343.0,109.0,0.0,22.0,3.0,0.0,37,323.0,130,No,Yes,28.0,1-Highest,4,Crafts,0
Yes,30.07,40.0,0.0,0.2,104.0,-26.0,0.0,0.7,0.7,0.0,15,448.0,Unknown,No,Yes,52.0,3-Good,6,Professional,0
Yes,15.43,10.0,0.0,-5.4,354.0,-242.0,5.4,4.7,1.3,0.0,13,388.0,Unknown,No,Yes,54.0,2-High,6,Clerical,0
No,49.63,48.0,6.0,-0.7,453.0,-97.0,0.0,4.3,0.0,4.7,12,374.0,Unknown,No,Yes,0.0,4-Medium,1,Other,0
No,53.89,40.0,46.0,-12.9,204.0,-34.0,0.0,3.0,0.7,0.3,18,542.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,112.61,50.0,230.0,24.7,632.0,159.0,0.0,11.7,1.0,0.0,24,724.0,Unknown,No,Yes,44.0,1-Highest,8,Other,0
No,45.09,20.0,57.0,4.9,108.0,14.0,0.0,1.3,0.3,0.0,18,94.0,10,No,Yes,50.0,2-High,6,Professional,0
No,14.15,10.0,0.0,-1.0,279.0,-63.0,0.1,1.3,2.3,0.0,15,155.0,150,No,Yes,38.0,3-Good,5,Clerical,0
Yes,111.67,40.0,225.0,-58.6,726.0,-160.0,1.4,0.0,0.0,0.0,11,328.0,Unknown,No,Yes,0.0,2-High,0,Other,0
Yes,10.0,10.0,0.0,0.0,8.0,-6.0,0.0,0.0,0.0,0.0,39,1180.0,Unknown,No,No,42.0,1-Highest,6,Professional,0
No,144.28,81.0,191.0,-30.6,881.0,-225.0,0.0,6.7,20.7,2.7,8,79.0,30,No,Yes,22.0,3-Good,4,Professional,0
No,45.98,47.0,27.0,28.6,336.0,86.0,0.1,2.7,4.7,0.7,11,96.0,150,No,Yes,38.0,2-High,6,Professional,0
No,66.45,60.0,60.0,-14.5,1877.0,-128.0,0.0,3.0,46.7,5.7,10,311.0,Unknown,No,Yes,60.0,3-Good,6,Other,1
Yes,112.36,105.0,27.0,-7.0,692.0,-180.0,6.4,37.0,8.0,1.0,15,88.0,100,Yes,Yes,34.0,2-High,7,Other,0
No,26.86,34.0,2.0,-26.9,802.0,60.0,0.0,2.7,2.0,2.0,25,368.0,30,Yes,Yes,48.0,2-High,9,Other,0
Yes,19.99,20.0,0.0,0.0,8.0,-8.0,0.0,2.3,0.0,0.0,27,815.0,Unknown,No,Yes,38.0,2-High,6,Other,0
No,61.19,70.0,3.0,-1.2,239.0,13.0,0.0,1.0,0.3,0.7,21,638.0,Unknown,No,Yes,38.0,2-High,8,Professional,0
No,59.57,47.0,22.0,-31.7,195.0,-64.0,0.0,1.7,0.0,4.0,11,314.0,Unknown,No,Yes,34.0,4-Medium,6,Professional,0
Yes,32.15,30.0,0.0,0.2,110.0,1.0,2.1,3.0,0.7,0.0,21,608.0,Unknown,No,Yes,62.0,2-High,6,Other,0
No,39.99,50.0,0.0,0.0,172.0,-18.0,0.0,0.7,2.0,0.7,19,176.0,150,No,Yes,50.0,2-High,5,Other,0
No,15.87,14.0,5.0,-0.9,18.0,-14.0,0.0,2.7,0.0,0.0,23,684.0,Unknown,Yes,No,38.0,1-Highest,5,Professional,0
No,300.22,80.0,1887.0,-75.0,4830.0,-932.0,0.0,9.3,35.0,0.0,51,225.0,60,Yes,Yes,34.0,1-Highest,6,Other,0
No,63.79,70.0,10.0,0.6,96.0,9.0,0.0,1.0,3.0,0.0,9,50.0,80,Yes,Yes,60.0,2-High,3,Other,0
No,24.32,20.0,2.0,0.2,24.0,2.0,0.3,1.0,1.3,0.0,11,327.0,Unknown,No,Yes,30.0,2-High,3,Other,0
No,36.42,45.0,0.0,0.9,194.0,10.0,0.2,3.0,6.0,0.3,7,191.0,Unknown,No,Yes,30.0,2-High,5,Professional,0
No,42.49,42.0,0.0,0.0,42.0,34.0,0.0,1.3,0.3,0.0,23,685.0,Unknown,No,Yes,54.0,2-High,9,Professional,0
No,32.23,30.0,4.0,-2.2,308.0,-39.0,0.0,6.0,6.7,0.0,25,493.0,30,Yes,Yes,32.0,1-Highest,7,Other,0
No,56.63,50.0,25.0,-1.9,804.0,-25.0,0.3,8.7,6.0,0.0,36,152.0,30,No,Yes,0.0,1-Highest,0,Other,0
No,78.24,75.0,0.0,0.0,461.0,72.0,0.0,5.3,1.7,10.3,34,353.0,130,Yes,Yes,38.0,6-VeryLow,1,Other,0
Yes,85.39,60.0,88.0,22.2,513.0,85.0,0.0,18.7,0.7,0.0,12,340.0,Unknown,No,Yes,0.0,3-Good,6,Other,0
No,34.01,30.0,0.0,-1.0,382.0,102.0,0.5,4.7,0.0,0.0,27,242.0,130,No,Yes,38.0,4-Medium,7,Other,0
No,72.06,70.0,45.0,-22.1,481.0,-329.0,4.0,3.0,0.0,0.0,14,420.0,Unknown,No,Yes,34.0,2-High,6,Professional,1
Yes,61.09,10.0,14.0,-35.1,157.0,-91.0,0.0,4.0,0.7,13.7,11,319.0,Unknown,No,Yes,52.0,2-High,4,Professional,0
Yes,23.43,20.0,0.0,9.6,121.0,90.0,3.2,0.7,1.0,0.0,11,337.0,Unknown,No,Yes,46.0,2-High,9,Other,0
Yes,35.99,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,270.0,40,No,Yes,38.0,1-Highest,6,Other,0
No,51.08,50.0,0.0,-7.8,263.0,-35.0,0.0,3.3,1.7,0.3,39,178.0,130,No,Yes,40.0,3-Good,2,Other,0
No,37.8,52.0,0.0,-2.8,602.0,23.0,0.0,17.3,0.7,2.3,10,298.0,Unknown,No,Yes,0.0,2-High,0,Other,2
No,131.26,52.0,109.0,20.9,1168.0,-60.0,3.2,11.7,1.7,6.7,8,40.0,130,No,Yes,46.0,5-Low,0,Other,0
No,60.28,60.0,31.0,-8.3,262.0,-56.0,0.0,11.0,0.7,0.7,17,501.0,Unknown,No,Yes,52.0,2-High,9,Other,0
No,34.26,40.0,0.0,-0.3,107.0,19.0,0.0,0.0,0.0,1.3,20,240.0,30,No,No,26.0,3-Good,5,Other,0
No,44.44,45.0,0.0,-9.5,214.0,12.0,0.4,3.3,0.0,0.0,8,121.0,30,Yes,Yes,0.0,7-Lowest,0,Other,0
No,53.99,60.0,0.0,0.0,314.0,85.0,0.0,9.3,11.3,0.3,10,302.0,Unknown,No,Yes,42.0,5-Low,6,Other,1
No,19.44,10.0,30.0,17.3,260.0,26.0,0.0,3.3,0.3,0.3,8,243.0,Unknown,No,Yes,42.0,4-Medium,6,Other,0
No,106.21,51.0,152.0,18.4,492.0,125.0,0.0,3.3,0.0,0.0,9,265.0,Unknown,No,Yes,66.0,4-Medium,1,Other,0
No,30.1,30.0,0.0,-0.1,118.0,-70.0,0.0,1.3,1.0,1.0,16,493.0,Unknown,No,No,44.0,2-High,6,Other,1
No,10.25,10.0,0.0,-0.2,101.0,14.0,0.0,3.0,1.3,0.0,7,193.0,Unknown,No,Yes,40.0,5-Low,5,Professional,0
No,112.06,80.0,96.0,-25.8,2311.0,-131.0,0.0,11.7,37.0,7.7,50,30.0,10,No,Yes,38.0,3-Good,6,Other,0
No,39.1,33.0,11.0,-4.1,304.0,58.0,0.0,5.0,0.3,1.7,19,589.0,Unknown,No,Yes,50.0,3-Good,5,Other,0
No,31.57,25.0,27.0,1.6,260.0,106.0,1.9,1.7,6.3,1.3,27,136.0,60,No,Yes,50.0,3-Good,2,Crafts,0
No,44.49,45.0,24.0,-9.5,342.0,-127.0,0.0,3.0,4.7,0.0,13,405.0,Unknown,No,No,66.0,1-Highest,1,Retired,0
Yes,58.62,60.0,26.0,-8.6,788.0,30.0,0.0,8.0,0.3,0.3,27,175.0,30,No,Yes,0.0,3-Good,0,Other,1
Yes,81.0,70.0,31.0,28.3,1015.0,84.0,0.0,10.7,11.7,7.7,19,264.0,80,No,Yes,38.0,3-Good,2,Professional,0
No,46.36,45.0,0.0,-6.4,491.0,265.0,1.5,2.0,0.0,0.0,36,1071.0,Unknown,No,No,30.0,3-Good,7,Other,0
No,90.92,75.0,14.0,5.1,1381.0,587.0,0.0,11.0,2.3,2.0,17,514.0,Unknown,No,Yes,54.0,2-High,9,Other,0
No,80.33,60.0,92.0,-16.0,629.0,-139.0,4.6,11.3,3.3,0.0,25,543.0,30,No,Yes,32.0,2-High,8,Other,0
No,48.22,56.0,0.0,24.7,100.0,-46.0,0.0,0.0,0.0,0.0,21,166.0,100,Yes,Yes,24.0,2-High,1,Other,0
Yes,16.23,13.0,9.0,-3.2,13.0,-13.0,0.4,0.0,0.3,0.0,34,1014.0,Unknown,No,Yes,58.0,1-Highest,8,Other,0
Yes,34.95,45.0,0.0,-15.0,98.0,-98.0,0.0,2.3,0.7,0.0,19,568.0,Unknown,No,No,22.0,2-High,5,Other,0
Yes,30.26,30.0,0.0,-0.3,110.0,-41.0,0.0,2.0,2.3,0.0,11,319.0,Unknown,No,Yes,60.0,2-High,9,Retired,0
Yes,84.34,55.0,0.0,-18.8,212.0,-91.0,35.4,1.7,0.7,0.0,12,336.0,Unknown,No,Yes,52.0,2-High,9,Professional,0
No,153.24,165.0,10.0,19.9,1288.0,275.0,0.0,10.3,1.3,2.0,18,417.0,80,Yes,Yes,0.0,7-Lowest,6,Other,0
No,19.14,17.0,0.0,-1.4,74.0,-6.0,1.9,2.3,1.0,0.0,38,1143.0,Unknown,No,No,30.0,1-Highest,6,Other,0
No,44.39,30.0,36.0,43.2,132.0,192.0,0.0,2.3,0.0,0.0,36,71.0,130,Yes,Yes,38.0,1-Highest,7,Student,0
No,40.69,42.0,0.0,1.0,157.0,113.0,0.3,3.7,0.3,0.0,22,661.0,Unknown,No,Yes,56.0,1-Highest,9,Other,0
Yes,18.63,17.0,0.0,,104.0,,0.0,2.7,3.7,2.3,24,716.0,Unknown,No,No,0.0,1-Highest,0,Other,0
No,68.13,45.0,72.0,-33.1,428.0,-169.0,4.0,3.3,0.3,0.0,11,313.0,Unknown,No,Yes,50.0,1-Highest,6,Professional,0
No,64.24,70.0,0.0,-0.2,60.0,16.0,0.0,3.3,0.7,0.0,12,360.0,Unknown,No,Yes,46.0,3-Good,3,Other,0
No,50.75,50.0,2.0,-0.8,460.0,-130.0,0.0,2.3,1.7,0.0,25,747.0,Unknown,No,Yes,54.0,2-High,8,Professional,0
No,41.23,47.0,0.0,0.7,508.0,-93.0,0.0,0.0,0.0,0.0,9,105.0,60,Yes,Yes,40.0,2-High,7,Professional,0
No,60.91,30.0,76.0,-25.9,244.0,-112.0,0.0,0.0,1.0,0.0,16,480.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,43.02,43.0,0.0,-43.0,198.0,-198.0,0.0,3.0,0.7,3.3,14,99.0,150,No,Yes,0.0,6-VeryLow,0,Other,0
No,31.62,10.0,76.0,-21.6,806.0,-204.0,0.0,6.7,1.3,1.3,11,320.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,36.4,45.0,0.0,-1.4,245.0,54.0,1.4,7.0,2.0,7.3,9,265.0,Unknown,No,Yes,68.0,4-Medium,7,Retired,0
Yes,10.0,10.0,0.0,0.0,110.0,-11.0,0.0,1.3,0.0,0.0,7,197.0,Unknown,No,Yes,50.0,2-High,9,Professional,0
No,87.65,60.0,34.0,-32.5,976.0,-46.0,25.5,8.7,8.0,2.0,30,897.0,Unknown,No,Yes,36.0,1-Highest,5,Other,0
Yes,48.16,45.0,30.0,-8.7,607.0,-221.0,0.6,13.3,0.3,1.7,11,320.0,Unknown,No,Yes,0.0,3-Good,0,Other,0
No,85.72,60.0,116.0,-30.3,1372.0,-480.0,0.0,14.0,11.0,0.0,7,215.0,Unknown,No,Yes,0.0,3-Good,0,Other,0
No,29.99,40.0,0.0,0.0,400.0,-143.0,0.0,0.0,0.0,0.0,11,344.0,Unknown,No,Yes,38.0,6-VeryLow,9,Other,0
No,37.2,45.0,4.0,0.2,767.0,-6.0,0.0,2.0,0.3,0.0,12,342.0,80,No,Yes,46.0,2-High,5,Other,0
No,51.9,68.0,0.0,-1.9,448.0,138.0,1.7,5.0,14.0,6.7,8,213.0,Unknown,No,Yes,60.0,5-Low,5,Professional,0
No,72.63,75.0,0.0,-1.4,1432.0,159.0,0.0,7.3,4.3,0.0,25,272.0,30,No,Yes,0.0,3-Good,0,Other,0
No,58.47,45.0,41.0,-9.5,407.0,-143.0,0.0,0.7,10.3,0.0,19,559.0,Unknown,No,Yes,34.0,3-Good,6,Professional,0
No,75.77,61.0,109.0,0.5,754.0,-74.0,1.6,18.0,2.3,3.3,7,204.0,Unknown,No,Yes,0.0,3-Good,0,Other,0
Yes,28.97,40.0,0.0,-0.5,88.0,-36.0,0.5,0.0,0.0,0.0,23,698.0,Unknown,No,Yes,32.0,2-High,6,Other,0
Yes,27.73,28.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,18,546.0,Unknown,No,Yes,30.0,2-High,5,Other,0
Yes,14.75,10.0,0.0,12.3,204.0,115.0,3.8,0.3,0.7,0.0,14,422.0,Unknown,No,Yes,0.0,3-Good,0,Other,0
No,29.99,40.0,0.0,0.0,42.0,-36.0,0.0,0.0,0.0,0.0,17,510.0,Unknown,No,Yes,62.0,2-High,6,Other,0
No,32.9,10.0,55.0,-19.6,446.0,-16.0,0.0,3.7,2.3,0.3,26,75.0,100,No,Yes,0.0,2-High,6,Other,0
No,30.26,30.0,0.0,-0.3,1.0,0.0,0.0,0.0,0.0,0.0,15,453.0,Unknown,No,No,58.0,1-Highest,9,Other,0
No,29.99,40.0,0.0,0.0,173.0,28.0,0.0,0.3,0.0,1.3,18,541.0,30,No,Yes,30.0,2-High,6,Professional,0
No,43.67,49.0,0.0,5.3,196.0,116.0,3.1,3.0,3.7,1.3,9,260.0,Unknown,No,Yes,0.0,4-Medium,0,Other,0
Yes,41.91,50.0,0.0,-1.9,99.0,12.0,0.6,2.0,0.0,0.0,11,326.0,Unknown,No,Yes,30.0,3-Good,6,Other,0
No,50.87,50.0,0.0,0.7,353.0,49.0,0.2,7.0,0.0,2.7,17,96.0,100,No,Yes,48.0,3-Good,4,Professional,0
No,38.55,45.0,0.0,-0.3,284.0,34.0,0.0,1.3,1.3,0.0,33,557.0,10,Yes,No,38.0,1-Highest,3,Professional,0
No,19.99,20.0,0.0,0.0,4.0,1.0,0.0,0.0,0.7,0.0,9,260.0,Unknown,No,Yes,32.0,2-High,5,Self,0
No,30.09,30.0,0.0,0.3,48.0,-34.0,0.1,0.0,0.0,0.3,33,982.0,Unknown,No,No,64.0,1-Highest,4,Other,0
Yes,35.8,45.0,0.0,-0.8,602.0,-145.0,0.0,4.3,0.7,0.3,20,619.0,Unknown,No,Yes,26.0,2-High,9,Other,1
Yes,24.84,10.0,1.0,-5.2,130.0,19.0,12.8,1.0,0.0,0.0,30,911.0,Unknown,No,Yes,42.0,1-Highest,6,Other,0
Yes,40.48,45.0,0.0,-1.5,220.0,-3.0,0.0,1.0,2.0,0.0,9,253.0,Unknown,No,Yes,38.0,2-High,5,Other,0
Yes,178.95,80.0,405.0,-103.5,1227.0,-487.0,5.6,3.0,28.3,0.0,16,486.0,Unknown,No,Yes,22.0,3-Good,7,Other,0
No,55.28,50.0,2.0,-0.3,1459.0,-473.0,0.0,22.0,4.7,10.3,13,43.0,130,Yes,Yes,,2-High,0,Other,0
Yes,53.37,30.0,66.0,-22.3,304.0,-119.0,0.0,8.7,0.7,0.7,14,420.0,150,No,Yes,38.0,3-Good,4,Other,0
Yes,34.99,45.0,0.0,0.0,395.0,-160.0,0.0,6.7,0.3,2.7,11,329.0,Unknown,No,Yes,48.0,2-High,7,Crafts,0
No,86.7,87.0,0.0,-4.8,1090.0,-107.0,6.6,19.0,2.7,0.0,30,811.0,30,No,No,44.0,3-Good,7,Other,0
No,239.66,59.0,542.0,-108.5,985.0,-86.0,0.0,3.7,4.0,4.7,33,147.0,30,No,Yes,0.0,1-Highest,0,Other,0
No,68.42,32.0,134.0,19.8,638.0,102.0,0.0,3.0,1.0,0.0,44,557.0,200,No,Yes,50.0,1-Highest,9,Professional,0
Yes,49.83,45.0,37.0,14.7,536.0,67.0,0.0,8.3,0.3,0.0,11,319.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,30.87,32.0,0.0,0.0,42.0,-25.0,0.0,0.0,0.0,0.0,37,130.0,200,No,Yes,54.0,1-Highest,9,Other,0
No,69.08,80.0,22.0,-8.1,158.0,32.0,0.0,6.3,0.0,0.0,8,224.0,Unknown,No,Yes,38.0,2-High,9,Other,0
No,10.3,10.0,1.0,0.9,268.0,156.0,0.0,3.7,2.7,0.0,12,363.0,Unknown,No,Yes,52.0,2-High,6,Clerical,0
Yes,49.99,60.0,0.0,0.0,565.0,16.0,0.0,15.7,1.7,0.7,9,276.0,Unknown,No,Yes,58.0,4-Medium,7,Other,0
Yes,89.47,50.0,56.0,-12.3,545.0,-205.0,13.1,22.7,1.7,0.0,17,505.0,Unknown,No,Yes,0.0,2-High,0,Other,0
No,68.69,45.0,84.0,12.4,1066.0,478.0,0.0,3.3,4.3,4.7,9,194.0,100,No,Yes,42.0,2-High,6,Professional,0
No,88.52,75.0,0.0,4.5,1536.0,25.0,0.0,12.0,20.3,2.7,12,364.0,Unknown,No,Yes,0.0,4-Medium,0,Other,0
Yes,55.14,63.0,32.0,-47.0,1660.0,-670.0,0.2,11.7,8.7,7.3,10,104.0,150,No,Yes,32.0,5-Low,5,Other,2
No,47.92,30.0,46.0,26.6,378.0,101.0,0.0,1.0,1.3,0.0,25,197.0,150,No,Yes,42.0,3-Good,9,Other,0
No,112.25,58.0,175.0,-167.4,766.0,-556.0,0.0,9.3,0.0,1.7,10,313.0,Unknown,No,Yes,42.0,5-Low,5,Other,1
No,34.15,30.0,10.0,3.2,138.0,10.0,0.0,0.0,0.0,0.0,25,747.0,Unknown,No,No,30.0,2-High,4,Other,0
Yes,132.81,63.0,203.0,-57.0,790.0,96.0,0.5,5.3,3.0,3.3,19,114.0,30,Yes,Yes,30.0,5-Low,3,Other,0
Yes,233.19,60.0,584.0,509.7,1464.0,1898.0,0.0,33.0,14.7,0.7,25,312.0,30,No,Yes,58.0,3-Good,4,Other,0
No,19.99,20.0,0.0,0.0,42.0,-16.0,0.0,0.0,0.7,0.3,21,650.0,Unknown,No,Yes,62.0,2-High,6,Crafts,0
No,39.73,49.0,0.0,-4.7,115.0,39.0,0.0,1.0,5.0,0.0,7,212.0,Unknown,No,Yes,50.0,5-Low,8,Other,0
No,57.89,60.0,16.0,-4.9,705.0,-26.0,0.0,4.7,0.7,2.7,13,383.0,Unknown,Yes,Yes,0.0,4-Medium,0,Other,0
No,37.78,40.0,4.0,-3.8,128.0,-24.0,1.9,0.0,0.0,0.0,13,365.0,Unknown,No,Yes,40.0,2-High,7,Professional,0
